LAST_TO_END,FLIGHT_COUNT,SEG_KM_SUM
194,19,60783
17,45,71078
130,43,64372
314,29,36412
4,63,81102
13,46,53322
4,48,77552
55,35,57764
12,42,71689
46,20,64600
59,55,59171
59,29,61479
5,42,74767
13,28,64639
151,46,67640
30,49,65723
13,57,73819
1,82,58614
88,29,77601
32,52,70566
32,29,35893
23,35,54234
20,52,69052
32,67,82048
283,19,67880
64,36,64434
11,36,64237
21,49,69810
1,22,39768
2,54,69123
94,19,43462
5,48,72522
24,63,70241
23,44,70269
70,34,62200
67,32,44298
293,13,52254
44,41,69751
31,56,66736
13,45,82182
2,51,78236
2,47,62300
9,48,48023
3,72,69727
34,57,77295
20,26,37863
86,27,38894
27,41,62686
8,72,57835
12,68,64120
11,74,62827
1,49,75576
39,46,60237
3,44,70539
26,54,54913
4,46,64946
2,54,71253
3,58,66810
16,42,69770
39,39,60958
3,16,47254
1,55,65113
37,37,53716
4,51,65122
3,63,72541
12,69,68104
3,46,79069
40,70,74716
5,34,66311
19,27,66897
5,22,55901
32,64,80350
11,77,72039
38,45,72156
156,24,43077
31,67,67051
96,34,85229
32,52,68345
11,71,86106
5,34,48212
12,28,79281
1,21,64337
4,24,64340
10,58,77626
18,73,78027
12,44,58643
32,40,68353
4,84,68048
102,31,100373
20,56,68540
63,46,79994
13,45,43281
18,42,55383
87,5,50895
25,41,79338
11,75,64012
8,55,79075
2,38,72817
1,58,76146
1,64,77633
35,50,87826
66,39,71091
2,65,75026
118,69,90823
18,62,71204
13,46,78058
16,40,48705
121,10,55746
24,36,66349
23,41,46235
7,44,71723
1,34,56621
7,32,74287
13,56,75409
20,41,65636
40,39,59686
10,53,74249
27,66,68037
62,26,37631
62,39,65794
7,76,63132
13,45,77263
93,37,52469
7,72,73121
31,53,74640
41,39,64352
107,35,46076
3,76,75477
31,40,63573
1,58,86027
1,42,66529
49,33,69734
9,59,69893
111,26,39659
9,42,70791
14,33,68920
1,70,62459
3,44,65358
9,60,97713
63,36,60680
5,60,74825
2,43,69298
69,61,71531
6,54,60679
16,20,61515
9,80,67870
170,8,52310
11,66,59480
86,5,50481
39,15,69081
4,45,111205
32,24,40937
126,37,58957
151,41,68831
158,6,51544
5,23,35733
40,32,65372
30,5,55013
319,72,90966
18,75,65997
35,26,54038
67,4,48928
39,39,72182
136,39,56478
3,30,83155
16,21,43408
21,73,61341
36,36,54878
8,41,71744
2,54,62325
14,72,58750
13,25,53179
19,48,75931
3,31,49318
31,28,79016
3,70,71655
13,36,69635
138,20,38948
20,42,81359
2,47,63275
258,4,48928
27,78,61691
131,16,73903
63,27,72240
19,53,63349
15,52,76209
40,21,48396
66,54,69039
6,31,64387
18,27,74301
15,44,72244
6,49,73116
17,54,65360
17,38,70963
13,31,65140
27,30,56023
40,19,63836
43,36,34714
16,28,46152
4,69,70121
16,63,74355
9,60,77799
31,61,61428
9,31,36910
12,52,70809
7,34,41626
1,27,51390
7,42,71920
6,50,73216
6,40,56367
146,19,60804
17,31,61901
7,18,35956
14,49,69083
5,23,37887
4,70,70833
94,10,93191
17,46,58349
2,60,60099
134,29,63714
33,39,67841
6,56,68934
4,62,73418
18,24,75942
34,48,59196
202,6,73392
403,4,48928
30,24,38472
8,59,77920
3,73,59725
6,27,78853
26,52,44279
13,30,52579
59,8,75870
59,48,66246
96,39,69980
19,46,61442
34,57,71391
5,63,75542
10,13,45122
69,80,63517
11,48,40001
34,38,64229
28,55,59442
32,48,73233
34,47,71277
69,14,67744
8,40,68953
66,42,71856
5,55,69792
8,39,65506
34,60,70108
1,37,69234
33,45,65795
291,18,58140
2,45,50740
18,33,65742
30,31,66750
26,25,61795
11,80,69279
2,50,66558
16,56,62996
7,33,48122
11,48,71341
12,62,73746
55,26,78820
17,53,65144
1,20,37568
30,34,39877
5,42,76022
5,55,63712
49,41,77240
39,46,80054
12,55,86826
60,23,42591
43,41,63850
16,52,67646
42,38,61022
126,19,50833
75,46,64983
8,63,74483
130,12,75349
20,53,65388
13,39,59207
2,42,65703
7,6,73392
12,20,37123
19,44,66742
63,7,64498
76,21,67339
6,56,62433
4,35,65275
8,30,46669
84,20,63827
34,6,73392
114,45,64032
1,38,46628
11,35,57674
83,42,55805
4,74,71373
5,50,70457
36,37,81789
75,42,68736
43,39,74715
5,44,69998
4,52,74390
24,50,71090
39,30,62688
18,60,63926
3,40,68431
35,48,73455
31,42,69182
4,30,69523
59,24,67728
15,53,79101
30,33,51867
18,57,68291
8,46,78361
83,38,65075
10,41,68304
84,50,72255
15,55,69145
2,72,72372
73,30,39249
29,51,49022
37,37,59892
14,22,70806
19,39,64470
22,27,65525
33,38,50782
14,46,51349
8,64,70829
4,52,75275
19,62,63464
147,39,70495
33,53,64362
20,25,70550
32,40,64908
9,31,60579
18,46,68106
23,49,45202
37,35,42920
7,43,65623
24,57,61806
13,69,58468
10,43,71624
5,49,67438
39,46,63904
37,54,76647
87,42,75918
33,30,56042
23,26,33928
5,99,78698
20,47,78992
11,62,64886
41,45,73155
67,64,74962
2,38,62453
5,73,58892
5,39,60723
44,18,55064
2,22,60802
2,39,53361
12,54,62170
14,35,66955
37,50,39028
6,39,57633
2,32,67203
23,59,58247
14,26,37191
9,59,64342
33,40,68272
12,23,33094
12,36,79482
6,32,69200
30,52,59187
55,22,62709
37,20,59370
27,32,32894
70,46,62014
31,14,68732
9,79,66610
23,44,49792
35,20,33237
11,53,56385
40,59,54479
3,51,68621
21,87,62188
34,41,60371
5,35,45301
2,73,57527
2,28,74569
59,31,36574
13,20,52172
98,42,70093
12,38,67437
152,8,54277
199,5,51250
7,54,47629
33,66,80259
24,35,60412
14,67,65767
125,6,73392
56,6,73392
45,46,67154
9,57,65176
58,41,33309
367,4,42844
6,48,65530
3,71,64219
6,38,53752
17,14,47938
9,36,71086
105,24,60853
105,10,66059
39,61,50123
25,38,71165
14,38,67098
138,45,37953
8,52,57327
21,50,58473
135,49,49989
75,25,71634
194,22,33292
14,37,64818
8,60,70672
80,56,82284
80,7,62538
3,48,40606
80,59,50030
118,55,66702
15,44,51048
2,48,69478
24,42,54562
21,56,67856
12,33,65314
3,56,64962
3,23,59489
24,65,64116
5,50,61194
24,7,70952
11,26,61174
15,45,64104
18,49,68761
2,45,51003
16,69,62134
19,19,59514
15,45,72007
88,34,36623
4,65,59156
1,40,53773
109,32,64320
3,43,69652
14,28,39647
60,48,75725
178,9,57146
141,36,58805
26,55,65570
4,67,67543
8,19,93742
22,31,33279
204,12,50418
4,67,54114
9,45,66367
33,17,50436
28,47,61770
11,9,66125
17,52,67226
16,29,43790
12,40,47184
4,53,78602
6,29,68816
21,26,65327
46,39,64767
14,40,65110
10,66,112328
122,49,60629
4,59,62121
56,51,50637
1,39,74850
47,36,90193
83,22,58776
16,23,60789
22,57,73958
11,30,61336
112,20,61770
244,9,57245
58,49,60047
12,62,66309
41,34,66083
12,35,65727
32,33,59608
12,73,66134
35,7,68035
13,36,67741
4,59,66953
26,34,60529
28,21,33276
1,39,59751
20,29,63052
345,40,61731
12,62,40078
8,47,67120
29,40,57032
184,5,61160
43,32,63441
15,43,62025
85,12,66385
10,45,49627
11,39,65017
5,54,60873
48,18,37864
63,33,63876
6,38,67159
234,42,63749
5,58,77497
25,62,67853
18,49,70958
13,44,62154
32,35,63619
1,67,65758
2,53,70882
180,21,53725
76,31,63752
10,23,47771
66,42,71187
108,8,45604
11,32,40288
14,76,51836
6,58,70134
10,46,77242
342,8,61184
28,14,57587
7,30,53807
1,54,56217
9,50,62361
10,53,64971
33,44,60652
105,27,75233
24,23,57117
1,44,67114
19,58,47828
89,18,34882
1,78,61263
34,21,33750
212,17,54910
48,9,58526
39,51,60428
70,69,86052
3,63,58422
7,65,63920
5,21,56429
4,39,57710
68,37,65595
2,48,64788
42,31,52111
184,48,53921
33,29,41254
221,26,55018
1,25,70076
31,16,55450
103,39,67848
6,42,35834
17,43,70233
15,28,37176
13,34,63535
4,95,70857
6,64,66025
44,13,50904
13,34,55105
29,58,67640
30,30,37647
8,20,72101
50,13,32263
8,75,68054
4,19,35101
8,69,56000
8,43,56550
31,14,68732
27,19,32673
329,23,57820
34,25,32385
4,45,75631
95,29,35573
17,49,77541
8,39,66939
11,26,63110
12,37,58401
27,67,57240
31,39,65541
10,36,48074
4,39,56732
14,46,66542
7,51,58840
9,59,60407
7,19,48946
16,50,64105
3,38,57112
4,28,36690
8,22,70332
11,30,70342
2,60,53005
4,20,61235
3,55,68382
63,24,68365
8,50,65219
22,33,37629
25,39,59596
4,57,63566
86,21,33295
2,40,74055
178,8,76142
10,46,67765
39,62,54384
4,49,62426
18,56,73399
6,45,71309
191,44,74909
97,20,56253
15,40,51225
7,45,57643
42,35,68617
4,38,60295
5,13,35230
9,68,61090
28,37,70131
5,40,52977
11,32,47554
7,39,61312
388,15,31155
24,42,60039
2,44,63957
24,10,66892
15,36,59205
10,29,42118
17,28,59737
6,52,61194
8,33,62659
27,24,77279
44,40,70641
7,29,44033
29,44,55567
15,22,49636
4,50,77141
7,24,63432
19,35,32642
25,37,51074
164,23,60789
3,81,60984
18,23,34088
64,24,50058
220,9,66404
20,40,53356
1,47,62649
2,49,64106
9,47,76359
13,37,61573
32,10,64800
22,69,75696
35,29,50660
413,24,31187
13,67,62811
35,16,54209
1,34,70891
13,66,50878
40,25,41212
4,24,65275
22,23,60789
19,62,54315
14,36,66096
2,77,60202
241,6,51335
40,36,58825
11,31,36941
436,6,45460
2,29,70525
4,46,61758
155,18,44574
8,36,62184
382,8,55830
1,65,57058
4,53,53905
12,46,70245
7,55,73099
86,29,58693
5,51,52989
20,49,67712
16,64,61512
11,49,58196
8,32,66510
5,22,80600
74,75,58836
18,26,40418
4,34,59162
27,46,91452
62,19,49490
2,47,64517
21,36,44376
24,32,61263
267,41,46010
37,39,54526
4,71,65665
18,28,32162
3,34,41043
7,48,59628
112,19,32487
3,22,61206
26,54,56531
40,51,65327
65,18,57287
15,29,52889
6,35,61729
76,40,62166
22,36,62553
2,53,52733
25,45,60937
3,34,56655
3,63,59441
6,68,78258
28,48,69483
185,29,34744
9,38,49015
4,44,62121
13,50,64859
9,68,51779
207,5,38637
51,49,52209
31,50,56052
39,45,46497
89,68,60565
21,34,55322
4,24,42252
11,61,56461
6,61,59061
3,44,63908
1,43,66764
23,41,62730
5,56,64094
2,61,58929
106,19,46996
40,34,55584
71,45,63935
14,67,64006
10,39,63629
222,23,69707
13,35,58939
58,48,72519
25,47,76177
72,28,50850
5,45,65806
2,30,61564
6,56,67080
19,32,65541
17,14,69266
256,26,32160
25,42,63666
33,37,58346
25,38,58501
22,20,31505
141,17,54910
59,41,68034
114,36,65952
45,28,75968
10,46,53814
20,47,52731
49,46,56186
177,35,59265
5,38,61200
17,59,62570
1,28,74408
17,43,75260
2,47,59233
104,20,55298
1,50,74946
8,36,75556
192,8,54488
51,35,74171
19,40,67841
9,55,56948
14,50,63524
1,38,48699
9,32,67802
9,48,77446
34,39,54302
7,46,78964
16,50,52061
115,26,35705
65,21,37239
13,52,56986
4,53,56841
161,47,60295
413,6,62550
12,53,60675
7,48,31296
13,25,35297
3,22,59149
32,58,66664
84,32,66514
9,61,69355
85,26,46971
4,69,58904
14,29,72045
4,50,64200
15,33,68569
49,23,50598
18,24,60082
97,61,59340
6,61,57563
13,6,35829
2,5,61160
33,40,73453
21,43,36077
36,29,74023
231,18,31477
9,43,56732
17,29,45040
35,44,85741
31,18,33315
110,17,31251
10,57,66188
1,32,60776
59,29,48998
6,40,43825
30,39,49499
31,45,48096
23,38,63176
61,53,57226
5,36,74896
35,5,61160
16,23,31579
2,43,71447
20,47,52776
18,22,32276
47,23,57295
7,22,41207
2,23,57541
27,43,59925
1,33,47480
96,39,64974
14,37,52274
9,50,67488
23,41,58678
40,24,36753
6,90,53111
12,55,65303
1,43,59570
50,18,61738
4,68,60317
10,46,62303
22,45,61101
3,33,53423
23,40,71161
13,64,62031
9,38,63803
18,62,51456
405,8,41128
11,33,47709
44,25,60823
21,38,60362
61,47,57713
8,46,62587
5,32,56780
8,52,71211
132,38,51967
221,16,32159
304,13,67921
23,31,60744
34,36,60242
31,37,62234
156,8,44587
152,46,62548
2,31,61363
1,50,62307
5,44,56549
14,33,46875
38,46,52408
2,38,64635
4,33,33356
2,52,50453
16,40,59478
11,57,73739
3,63,60976
47,28,46304
10,47,63873
15,79,56682
46,5,61160
96,22,56041
106,25,37047
64,34,30853
5,68,45316
5,44,61126
33,16,47260
15,36,64375
137,6,42483
26,17,58731
3,43,60152
157,30,67477
4,41,62777
8,51,72588
49,16,51680
5,49,71517
56,20,52301
1,68,72770
13,25,68100
63,23,35884
11,5,61160
21,23,58571
7,48,47686
100,16,30676
36,26,56368
17,58,67411
1,61,68037
32,22,53905
12,49,52962
2,29,58424
14,39,57977
7,36,55289
7,49,66785
1,47,64997
2,72,64752
11,51,59527
8,53,64410
7,43,59499
15,36,52294
13,45,65126
10,49,70221
4,39,52689
1,28,37647
7,30,51329
62,73,61552
2,40,64528
13,25,30596
1,48,62319
18,34,63138
5,47,60337
259,4,48928
206,6,73392
67,12,60586
19,48,78700
64,21,41356
16,70,62014
9,38,63460
3,40,62399
57,24,58850
4,34,59141
1,46,52509
42,16,31553
58,8,61724
285,31,47118
68,24,65350
13,40,58083
2,35,51663
33,31,64608
110,24,36722
12,37,54240
6,35,59048
10,53,60547
1,69,61206
81,37,61345
190,18,30597
49,35,50423
61,22,30287
419,38,55414
114,5,61160
178,37,59817
67,40,49916
153,49,51764
2,60,54285
13,84,57348
49,44,64412
33,63,73848
14,37,70145
24,40,51093
153,68,63950
159,59,51729
13,24,62496
68,7,60160
6,45,70261
29,51,57469
1,42,81716
24,33,58655
34,44,30325
86,20,65951
60,48,69763
3,25,30459
116,48,58893
165,20,59094
27,24,63432
18,35,70251
5,49,41182
45,40,67777
16,32,56004
2,36,55900
8,47,53658
40,38,59634
2,41,58601
61,29,55553
34,5,61160
8,43,67711
34,57,66656
93,27,62694
1,61,64446
7,34,57390
16,31,53809
7,79,47270
9,43,54129
10,27,61325
48,6,55242
12,31,47344
11,36,65657
106,25,57129
19,58,49196
4,33,53657
25,36,58820
17,24,31651
8,57,57171
49,35,53257
8,20,54731
1,51,52988
30,40,62587
11,80,54157
110,41,55522
13,28,50884
162,25,30018
21,47,69599
18,15,29547
22,41,57378
86,18,53329
7,18,34851
9,61,58616
26,54,42857
25,46,45258
109,43,47432
30,55,57718
105,26,64947
14,42,59364
18,37,48135
3,31,58120
21,46,51231
3,41,34397
24,20,58553
71,28,31760
25,43,53121
19,36,61200
18,54,62109
2,39,41912
44,35,68660
65,24,39750
3,47,70654
10,26,61579
3,21,35233
6,47,64571
2,53,53145
13,21,33472
11,22,61446
21,49,56230
2,36,64999
5,40,65936
28,25,55977
8,22,52441
10,37,67625
4,46,68416
11,49,63826
44,18,78496
22,53,53819
2,24,30778
16,40,52909
4,31,51220
1,52,68879
2,55,56347
16,31,62610
19,36,32898
66,44,54276
11,27,35163
23,25,65925
11,48,58509
66,25,61120
3,40,52590
11,32,57009
7,36,58592
18,31,58612
32,48,53987
13,41,60106
2,23,73257
78,30,46621
87,22,58297
4,25,70358
18,39,64761
5,53,61499
19,67,57998
286,5,61160
5,38,70555
39,25,65323
7,47,49785
15,59,65356
16,19,31098
22,44,58374
6,48,78594
129,23,59656
21,33,57134
9,46,66927
3,44,54877
74,47,50179
26,35,67018
78,7,49066
12,52,57778
7,38,63064
5,46,52640
124,28,47483
4,49,52275
3,36,47466
3,56,74649
104,27,29812
95,11,38448
126,16,32222
18,48,56173
27,39,68720
5,50,48119
35,34,32761
74,55,59929
9,27,73910
95,37,58036
5,31,51768
6,52,50423
104,25,30544
10,61,57533
147,30,59010
22,42,48182
37,42,64905
7,50,56436
28,33,58002
2,46,60743
14,49,56413
93,44,59573
13,39,65669
294,6,50964
38,42,55818
50,38,53559
8,47,57003
21,64,55636
13,42,55343
39,33,55082
60,35,63628
7,46,47731
4,37,55134
55,58,69197
84,24,60646
2,21,56362
1,49,58534
6,51,54753
7,45,68748
64,28,49159
2,34,56664
4,39,57429
6,64,49706
17,28,39397
92,31,42885
7,40,59185
17,39,46030
57,47,55106
6,21,30834
37,24,45960
17,28,46614
3,26,56905
48,9,61251
35,27,54628
82,37,68201
9,69,53834
2,54,71443
12,27,65297
13,33,36062
38,39,61136
7,28,50987
17,39,60879
12,39,38197
73,34,71582
14,37,57494
3,57,63410
20,44,53946
6,30,52540
65,31,50611
68,39,62482
26,44,60943
1,52,59018
2,22,55838
11,36,52370
12,43,54595
1,40,50164
23,22,60652
38,31,44965
68,26,59954
8,44,36798
16,39,51321
17,44,56023
13,37,57650
7,40,59753
225,44,54803
44,52,57192
122,29,43488
25,45,55245
4,30,38884
43,38,55385
52,38,60249
248,24,54527
79,18,31797
13,44,56485
2,40,61926
57,23,33833
37,46,61694
382,25,56250
6,52,44505
116,33,56963
59,62,49882
22,32,59156
171,19,47553
5,60,63766
32,17,52384
18,41,61563
104,23,29023
10,34,46593
1,51,53241
20,39,51715
1,22,52707
1,40,55666
14,46,52642
9,64,60160
237,5,61160
3,58,51392
51,35,69242
14,38,53529
83,37,48965
32,37,51519
74,39,58146
61,51,57113
11,33,51729
4,45,56534
535,9,55729
1,33,65348
96,32,54868
4,67,52947
17,27,52984
91,23,31518
1,33,54628
19,29,60186
68,42,48155
2,45,55785
43,40,63048
37,23,57945
28,46,63598
11,46,56110
25,40,49956
19,24,33456
19,50,36759
2,10,47550
35,21,53074
1,39,33360
353,7,43823
18,46,66038
3,45,50260
38,40,56405
6,65,47293
95,35,65432
6,48,59808
4,56,63388
4,41,48752
37,39,62742
52,35,51931
1,66,69096
56,28,62192
2,42,37652
31,33,53005
13,48,48237
38,47,51493
84,24,36369
116,45,59156
7,38,64254
23,40,44132
93,17,28793
106,39,62631
24,50,59382
16,27,59962
13,39,55729
221,29,42841
203,16,29883
33,43,56255
14,50,58615
9,41,50500
5,44,63668
114,34,52504
13,27,40276
30,44,60032
19,36,62061
65,21,48568
6,40,60483
63,29,60689
3,49,51862
3,22,49513
1,47,54696
81,39,48009
94,28,54256
16,37,60484
14,38,46799
180,24,51057
84,25,52083
12,56,68115
21,49,74515
1,28,62062
3,51,58638
11,42,44120
3,35,52231
33,41,63330
66,40,62167
7,35,57500
12,49,53076
39,32,52863
11,43,55067
33,45,70477
31,52,52208
21,40,51221
8,58,66309
8,80,59088
4,42,54906
66,23,53890
10,48,53945
179,25,51077
40,54,58175
37,37,51408
22,24,57888
13,34,55285
46,30,28492
47,47,61479
6,22,54687
42,38,59136
2,67,71988
3,19,59261
5,35,51837
46,21,68317
25,47,58618
59,21,51934
3,65,57245
34,21,60773
6,51,61114
9,41,57861
14,42,52834
9,32,54121
129,15,63882
109,24,29018
5,20,61267
61,19,60008
61,29,46813
128,52,46341
21,37,44401
5,26,67810
33,21,55503
54,16,31472
5,52,47734
6,52,58857
246,32,56842
56,37,55237
1,39,59438
27,29,48138
62,35,58737
6,63,65337
301,39,49737
43,72,65167
4,42,64569
2,23,64578
5,40,48794
58,49,57921
16,51,53068
137,13,46358
6,40,56953
26,49,51213
68,50,64346
6,56,53625
283,28,57611
65,30,51007
5,32,69125
3,63,58623
1,33,66810
64,43,51062
12,18,63630
58,15,55453
17,23,60209
4,26,45588
1,55,51544
2,51,65016
17,21,28764
57,28,40971
5,60,62327
20,34,45376
23,43,48326
304,4,40376
13,20,38551
2,116,51911
23,54,53324
12,48,58945
13,38,52689
4,34,56261
33,26,29364
9,37,54356
18,48,56025
25,42,54354
1,49,56513
21,38,59765
2,25,60252
3,47,45194
4,58,63038
233,38,55281
2,53,57617
34,57,62397
14,46,50819
52,41,52968
8,47,60609
56,36,54528
19,38,58500
1,43,48076
4,40,55350
27,35,33403
42,53,50854
1,37,54057
106,38,45156
57,32,53359
9,50,53380
80,27,50080
42,20,34392
16,46,56877
4,28,36981
30,31,51368
12,20,59914
48,40,62368
49,56,63130
10,56,56452
11,46,52720
1,25,66082
6,37,60338
83,46,49900
11,37,48360
114,47,57144
29,40,46539
21,37,67530
12,55,57280
12,31,55220
62,44,59358
12,52,58923
11,19,32494
24,41,59415
9,30,60141
13,39,72455
12,36,54726
3,37,56392
3,39,51416
7,27,52832
27,16,45472
4,25,51205
4,31,53917
11,25,73290
10,27,60548
13,32,59655
12,25,61251
1,38,50799
78,39,60799
4,8,60765
2,54,56898
2,46,63801
42,45,49574
43,41,51710
3,32,56526
7,31,60500
15,36,62198
10,43,52817
22,36,54963
6,40,66679
8,36,81858
38,51,60440
191,37,56647
20,44,67685
46,31,56812
123,15,29772
11,25,58514
4,40,62046
7,18,56090
3,29,64036
18,55,61972
31,18,39186
45,53,53379
14,12,44322
1,52,46916
32,33,53614
46,42,59343
1,33,47547
39,6,73392
2,51,50640
11,27,55619
15,49,69786
9,53,55844
27,27,55743
1,44,56788
11,45,58468
5,35,45652
115,22,60773
37,27,54251
22,34,56234
6,55,50475
13,33,59636
16,31,46819
6,18,29350
69,33,49703
1,37,57927
10,27,55413
72,28,51796
3,56,57348
25,25,28743
13,67,51319
2,55,47421
5,34,53361
78,40,51708
2,27,61491
119,20,28892
2,41,51850
23,28,51691
27,44,45488
108,27,49335
6,42,49407
6,13,59476
111,19,53417
9,15,28500
25,51,68613
12,31,54203
24,35,51338
5,48,66417
12,37,61130
16,55,59767
10,34,41899
20,50,55465
5,32,54805
45,20,27490
20,46,53092
77,5,61160
28,42,51584
22,45,34494
3,51,58424
8,49,48882
17,40,66661
3,44,59495
23,48,56620
23,51,52236
6,37,59071
124,34,60268
12,37,47119
74,21,28933
15,63,52573
51,41,56379
34,49,60795
170,51,60757
15,52,40945
100,9,39959
39,53,49729
1,71,61964
9,50,62758
26,51,48013
2,43,80883
31,34,48512
4,29,59148
2,40,51606
151,45,52372
20,26,53714
49,65,81175
66,30,50775
11,55,61260
13,24,33723
9,51,49575
5,48,63913
2,53,49621
3,25,37879
20,61,52690
19,43,41744
2,18,48078
12,38,58868
33,18,43845
63,30,60421
61,28,54285
1,58,52705
5,36,53335
83,42,54778
5,48,54094
13,10,64241
13,55,44023
2,75,48335
20,35,53250
13,45,61748
134,11,57254
232,16,27294
20,41,62011
3,40,59489
2,67,52925
2,32,50653
5,67,50526
2,57,64882
9,49,48387
3,27,56893
19,42,53667
19,58,58773
1,50,46518
7,30,56826
1,37,59175
110,25,42559
7,33,52972
11,18,31168
12,52,55817
37,27,62388
6,41,65127
32,37,54890
4,39,51752
19,35,78696
3,49,59765
5,24,28789
64,43,53564
178,11,63798
15,9,59299
16,46,48308
14,27,49407
8,33,60031
35,31,48422
13,36,58710
34,26,46328
97,22,31651
7,38,45809
10,47,56174
4,26,52819
114,19,52994
30,33,59744
18,44,50974
42,29,52602
53,5,61160
25,32,52658
35,46,66219
58,20,52860
2,54,62087
1,41,77121
4,37,57565
4,35,46054
183,9,61368
5,33,56967
14,15,63680
118,29,52231
1,24,48542
37,26,31616
35,39,65174
98,14,32768
256,13,26891
1,41,54136
81,30,45907
66,15,58873
8,17,29030
13,35,60750
65,20,60264
61,21,41481
14,49,50546
32,35,58016
1,20,28380
5,23,39297
74,19,27104
67,20,51900
111,5,40630
46,19,28214
33,26,43933
2,35,42747
2,43,44501
25,37,62154
425,15,48450
62,4,38663
12,32,48686
300,11,31537
68,35,53828
21,41,55943
71,19,49281
2,54,58975
2,24,50424
12,46,52890
49,26,49501
48,35,55375
21,41,55631
70,28,49234
9,45,55826
25,27,57305
196,8,58987
28,45,59024
32,22,44166
35,21,30737
11,31,58559
14,36,55142
44,40,57939
18,44,51226
16,13,28992
6,6,50228
21,19,27258
14,29,52967
2,44,58366
2,29,47547
1,61,53420
65,51,47317
145,19,60296
3,35,61517
5,24,56650
9,41,57828
7,51,64701
21,42,54421
44,41,46894
43,33,52255
47,22,51391
1,25,70813
1,26,59040
47,21,50787
126,16,45472
2,36,48978
10,41,51232
21,30,51091
75,30,51712
1,58,51704
5,36,51071
25,44,48757
45,52,72491
269,6,53885
194,23,39731
11,42,62490
31,46,47214
31,32,56367
11,31,53558
257,8,49133
13,22,39310
14,34,56033
13,41,52429
94,21,29377
128,14,104188
6,40,42143
11,45,69476
1,44,54519
25,42,51353
86,15,27412
18,27,58554
29,63,66817
8,39,46760
5,43,63459
10,50,54584
1,50,63765
74,16,44294
200,50,53217
2,54,62237
294,30,52328
10,50,69452
9,36,59850
78,7,56889
2,51,52047
20,34,58323
3,65,50037
1,40,51507
2,56,53552
2,46,58829
93,24,41024
19,21,58747
22,18,48534
72,24,59108
110,22,34843
8,51,55195
17,50,50936
2,49,55995
89,15,48450
2,42,79002
15,54,49408
20,32,52075
4,52,52814
16,35,43551
5,28,47312
8,37,53665
1,63,49539
6,39,48208
8,50,51921
2,18,54074
22,30,55609
22,12,44896
22,61,42217
24,41,44961
8,40,45449
8,22,36613
5,31,46997
40,16,29439
21,39,58169
15,13,27190
28,37,36123
35,33,56525
8,36,61621
10,24,38980
11,42,41213
120,57,47610
5,47,52581
39,40,49242
17,52,58644
21,46,59264
13,39,51922
49,33,53811
4,40,49096
6,39,53986
2,49,55100
